date,V,Qi,Qo
06/02/2002,189.886,8.3101,7.118
06/03/2002,189.783,4.8958,6.0879
06/04/2002,189.937,11.6434,9.861
06/05/2002,190.348,13.3103,8.5532
06/06/2002,190.451,9.2823,8.0902
06/07/2002,190.451,8.8078,8.8078
06/08/2002,190.657,9.1666,6.7824
06/09/2002,191.174,12.0717,6.0879
06/10/2002,190.812,2.5231,6.7129
06/11/2002,190.76,6.1921,6.7939
06/12/2002,190.863,7.2802,6.0879
06/13/2002,191.329,11.1457,5.7523
06/14/2002,191.329,6.4004,6.4004
06/15/2002,191.433,8.6574,7.4537
06/16/2002,192.32,17.6158,7.3495
06/17/2002,192.425,7.5925,6.3773
06/18/2002,193.69,22.3495,7.7083
06/19/2002,196.591,41.4351,7.8587
06/20/2002,196.591,8.993,8.993
06/21/2002,195.994,1.6087,8.5185
06/22/2002,196.156,15.1041,13.2291
06/23/2002,196.156,16.111,16.111
06/24/2002,195.023,0.7174,13.8309
06/25/2002,194.275,3.7383,12.3958
06/26/2002,193.214,1.0186,13.2985
06/27/2002,192.635,8.7845,15.486
06/28/2002,192.215,9.7916,14.6527
06/29/2002,192.372,17.28,15.4629
06/30/2002,192.74,17.4075,13.1481
07/01/2002,192.425,10.7406,14.3865
07/02/2002,192.425,15.1156,15.1156
07/03/2002,192.95,20.9836,14.9073
07/04/2002,193.478,19.1782,13.0671
07/05/2002,194.115,21.169,13.7962
07/06/2002,194.115,15.1619,15.1619
07/07/2002,193.584,7.4767,13.6226
07/08/2002,192.477,0.1736,12.986
07/09/2002,192.635,13.2058,11.3772
07/10/2002,192.845,16.412,13.9814
07/11/2002,193.056,15.567,13.1249
07/12/2002,192.425,11.3772,18.6804
07/13/2002,193.161,20.7984,12.28
07/14/2002,192.163,0.5555,12.1064
07/15/2002,191.226,0.4514,11.2962
07/16/2002,191.122,10.1851,11.3888
07/17/2002,190.812,9.4097,12.9976
07/18/2002,191.381,20.9837,14.3981
07/19/2002,191.745,17.7429,13.53
07/20/2002,191.485,8.8657,11.8749
07/21/2002,190.605,3.3911,13.5763
07/22/2002,189.886,4.9305,13.2522
07/23/2002,189.579,9.1665,12.7198
07/24/2002,189.783,14.5602,12.199
07/25/2002,189.886,14.5369,13.3448
07/26/2002,189.324,7.6388,14.1434
07/27/2002,188.714,8.9351,15.9953
07/28/2002,187.956,5.2544,14.0277
07/29/2002,186.903,0.3009,12.4884
07/30/2002,187.604,20.868,12.7546
07/31/2002,187.704,14.016,12.8587
08/01/2002,187.454,8.5416,11.4351
08/02/2002,187.504,12.3495,11.7708
08/03/2002,187.253,10.4514,13.3564
08/04/2002,186.754,3.7614,9.537
08/05/2002,186.257,4.9421,10.6944
08/06/2002,186.704,15.7406,10.5671
08/07/2002,186.654,11.389,11.9675
08/08/2002,186.058,3.7035,10.6018
08/09/2002,185.121,0.6018,11.4467
08/10/2002,184.191,0.4744,11.2384
08/11/2002,183.317,0.5324,10.6481
08/12/2002,182.448,0.4166,10.4745
08/13/2002,181.586,0.081,10.0578
08/14/2002,181.014,6.5047,13.1249
08/15/2002,180.824,6.8055,9.0046
08/16/2002,179.973,0.4398,10.2893
08/17/2002,179.22,2.6156,11.331
08/18/2002,180.067,21.6666,11.8634
08/19/2002,179.455,1.0763,8.1597
08/20/2002,178.425,0.1504,12.0717
08/21/2002,177.496,0.2083,10.9606
08/22/2002,176.71,0.3935,9.4907
08/23/2002,175.792,0.2546,10.8796
08/24/2002,174.787,0.8679,12.4999
08/25/2002,173.88,1.4351,11.9328
08/26/2002,173.067,0.7754,10.1851
08/27/2002,172.214,0.787,10.6597
08/28/2002,172.169,10.6365,11.1573
08/29/2002,172.887,19.8956,11.5856
08/30/2002,174.696,32.4421,11.5046
08/31/2002,175.609,21.3309,10.7638
09/01/2002,175.106,3.3565,9.1782
09/02/2002,174.606,5.2893,11.0763
09/03/2002,175.334,19.8031,11.3772
09/04/2002,177.913,39.8957,10.0462
09/05/2002,179.925,34.0973,10.8101
09/06/2002,182.737,43.6341,11.0879
09/07/2002,187.203,64.4791,12.7893
09/08/2002,192.635,74.4559,11.5856
09/09/2002,195.615,40.3936,5.9027
09/10/2002,196.102,16.8865,11.2499
09/11/2002,196.7,19.8146,12.8934
09/12/2002,198.125,25.787,9.2939
09/13/2002,199.402,24.9304,10.1504
09/14/2002,200.186,19.0973,10.0231
09/15/2002,200.017,8.067,10.0231
09/16/2002,199.849,8.6689,10.6134
09/17/2002,205.178,72.8008,11.1226
09/18/2002,208.68,57.3494,16.817
09/19/2002,208.26,23.2753,28.1364
09/20/2002,210.13,50.4629,28.8193
09/21/2002,210.434,28.8193,25.3008
09/22/2002,211.655,33.9928,19.861
09/23/2002,212.085,28.2986,23.3216
09/24/2002,215.624,62.2451,21.2846
09/25/2002,218.397,50.9028,18.8078
09/26/2002,221.517,48.9003,12.7893
09/27/2002,223.63,40.8912,16.4351
09/28/2002,225.04,27.8586,11.5393
09/29/2002,224.014,0.7061,12.5809
09/30/2002,223.117,0.5439,10.9259
10/01/2002,222.349,2.6156,11.5046
10/02/2002,221.262,0.3239,12.905
10/03/2002,220.05,0.382,14.4096
10/04/2002,219.032,0.5554,12.3379
10/05/2002,217.891,0.1389,13.3448
10/06/2002,216.692,0.2313,14.1087
10/07/2002,215.624,0.5207,12.8819
10/08/2002,214.437,0.6481,14.3865
10/09/2002,213.195,0.1042,14.4791
10/10/2002,212.147,1.5392,13.6689
10/11/2002,211.349,3.3679,12.6041
10/12/2002,210.312,3.692,15.6943
10/13/2002,209.222,0.6944,13.3101
10/14/2002,208.26,3.0091,14.1434
10/15/2002,207.423,3.7963,13.4837
10/16/2002,206.591,2.9976,12.6272
10/17/2002,206.06,5.9605,12.1064
10/18/2002,205.589,6.1574,11.6087
10/19/2002,204.886,3.3795,11.5161
10/20/2002,204.244,3.7037,11.1342
10/21/2002,203.087,0.0578,13.449
10/22/2002,202.627,6.4466,11.7708
10/23/2002,201.941,3.611,11.5509
10/24/2002,200.862,0.081,12.5694
10/25/2002,199.793,-0.0001,12.3726
10/26/2002,198.789,0.5092,12.1296
10/27/2002,197.905,0.1504,10.3819
10/28/2002,198.291,16.0648,11.5972
10/29/2002,197.191,0.2082,12.9397
10/30/2002,196.156,0.0811,12.0601
10/31/2002,195.131,0.3355,12.199
11/01/2002,194.168,0.243,11.3888
11/02/2002,193.955,8.206,10.6712
11/03/2002,193.531,6.493,11.4004
11/04/2002,193.267,6.7591,9.8148
11/05/2002,192.74,4.8727,10.9722
11/06/2002,192.372,6.9327,11.1921
11/07/2002,191.902,4.6759,10.1157
11/08/2002,191.433,5.8449,11.2731
11/09/2002,193.531,33.6227,9.3402
11/10/2002,195.131,28.148,9.6296
11/11/2002,195.453,13.9352,10.2083
11/12/2002,194.916,4.5254,10.7407
11/13/2002,194.062,0.5091,10.3935
11/14/2002,193.161,0.4745,10.9027
11/15/2002,192.163,0.4166,11.9675
11/16/2002,191.537,3.8773,11.1226
11/17/2002,190.708,0.6017,10.1967
11/18/2002,189.886,0.2084,9.7222
11/19/2002,189.018,0.0463,10.0925
11/20/2002,188.107,0.0808,10.6249
11/21/2002,187.403,0.0579,8.206
11/22/2002,186.555,0.1735,9.9884
11/23/2002,185.762,0.7754,9.9536
11/24/2002,184.777,0.567,11.9675
11/25/2002,184.288,2.5347,8.1944
11/26/2002,183.559,1.3311,9.7685
11/27/2002,183.317,7.8124,10.6134
11/28/2002,183.317,8.9004,8.9004
11/29/2002,183.462,8.7847,7.1064
11/30/2002,183.753,11.5277,8.1597
12/01/2002,189.12,73.2984,11.1805
12/02/2002,192.845,50.3472,7.2338
12/03/2002,192.215,0.4513,7.743
12/04/2002,191.433,0.3588,9.4097
12/05/2002,190.967,1.5161,6.9097
12/06/2002,189.988,0.0001,11.331
12/07/2002,189.273,0.0693,8.3449
12/08/2002,188.562,0.1852,8.4143
12/09/2002,188.006,0.2662,6.7013
12/10/2002,187.403,0.9259,7.905
12/11/2002,188.208,20.1619,10.8448
12/12/2002,187.704,3.5879,9.4212
12/13/2002,187.003,3.0556,11.1689
12/14/2002,186.704,6.7359,10.1967
12/15/2002,188.663,33.3796,10.706
12/16/2002,188.158,0.4862,6.331
12/17/2002,188.511,11.192,7.1064
12/18/2002,189.171,15.9375,8.2986
12/19/2002,189.375,9.236,6.875
12/20/2002,189.273,6.7129,7.8935
12/21/2002,189.375,10.4745,9.2939
12/22/2002,188.612,0.3124,9.1435
12/23/2002,188.158,3.5417,8.7962
12/24/2002,188.41,12.3495,9.4328
12/25/2002,188.006,0.8448,5.5208
12/26/2002,187.303,0.3934,8.53
12/27/2002,187.956,13.6805,6.1226
12/28/2002,187.855,7.3264,8.4953
12/29/2002,187.203,0.7755,8.3217
12/30/2002,186.854,4.4444,8.4837
12/31/2002,186.207,0.9027,8.3912
01/01/2003,185.959,6.4235,9.2939
01/02/2003,186.356,10.8796,6.2847
01/03/2003,185.663,1.2267,9.2476
01/04/2003,185.712,8.8774,8.3101
01/05/2003,185.268,4.537,9.6759
01/06/2003,185.072,5.5092,7.7777
01/07/2003,185.318,11.6896,8.8425
01/08/2003,185.811,15.463,9.7569
01/09/2003,185.91,10.6365,9.4907
01/10/2003,185.86,6.1573,6.7361
01/11/2003,186.009,9.456,7.7314
01/12/2003,185.663,3.7267,7.7314
01/13/2003,187.053,24.618,8.53
01/14/2003,187.956,21.6666,11.2152
01/15/2003,187.755,7.5232,9.8495
01/16/2003,187.454,6.6202,10.1041
01/17/2003,187.053,7.1643,11.8055
01/18/2003,186.903,7.662,9.3981
01/19/2003,186.157,4.2592,12.8934
01/20/2003,187.454,24.0277,9.0161
01/21/2003,186.704,2.2337,10.9143
01/22/2003,186.356,6.4931,10.5208
01/23/2003,185.663,5.3239,13.3448
01/24/2003,185.613,6.1344,6.7129
01/25/2003,185.367,10.6249,13.4721
01/26/2003,184.533,1.8634,11.5161
01/27/2003,183.947,2.5,9.2823
01/28/2003,183.656,5.8217,9.1898
01/29/2003,183.268,4.8032,9.2939
01/30/2003,183.026,12.4188,15.2198
01/31/2003,183.171,9.7106,8.0324
02/01/2003,183.22,9.8842,9.3171
02/02/2003,183.171,11.2847,11.8518
02/03/2003,182.496,1.6781,9.4907
02/04/2003,182.882,13.7963,9.3286
02/05/2003,182.737,9.7337,11.412
02/06/2003,182.882,13.287,11.6087
02/07/2003,183.171,14.0277,10.6828
02/08/2003,183.365,12.7777,10.5323
02/09/2003,182.544,1.4583,10.9606
02/10/2003,181.681,1.0415,11.03
02/11/2003,182.448,17.4883,8.6111
02/12/2003,182.785,12.0255,8.1249
02/13/2003,183.171,13.4722,9.0046
02/14/2003,186.356,47.0022,10.1388
02/15/2003,189.937,53.3448,11.8981
02/16/2003,193.372,51.4351,11.6782
02/17/2003,196.102,40.6135,9.0161
02/18/2003,199.961,54.3633,9.699
02/19/2003,203.896,58.9582,13.4143
02/20/2003,208.2,59.8611,10.0462
02/21/2003,214.126,81.1574,12.5694
02/22/2003,216.566,37.9396,9.699
02/23/2003,215.812,5.243,13.9698
02/24/2003,215.311,4.7454,10.5439
02/25/2003,214.998,3.3564,6.9791
02/26/2003,215.186,13.9236,11.7476
02/27/2003,222.413,111.458,27.8123
02/28/2003,220.751,41.516,60.7519
03/01/2003,219.349,46.4115,62.6385
03/02/2003,217.828,45.0459,62.6501
03/03/2003,216.314,45.1384,62.6616
03/04/2003,215.812,49.5946,55.4047
03/05/2003,214.998,38.2984,47.7196
03/06/2003,214.624,45.4047,49.7335
03/07/2003,213.257,35.023,50.8446
03/08/2003,213.133,49.3746,50.8099
03/09/2003,211.901,36.6433,50.9025
03/10/2003,209.524,23.3562,50.8677
03/11/2003,210.312,46.9789,37.8586
03/12/2003,210.13,34.5369,36.6433
03/13/2003,209.706,30.8793,35.7868
03/14/2003,209.464,30.4397,33.2405
03/15/2003,209.403,34.7567,35.4627
03/16/2003,209.464,32.1295,31.4234
03/17/2003,208.74,26.6317,35.0114
03/18/2003,208.981,31.0067,28.2174
03/19/2003,209.948,31.1456,19.9536
03/20/2003,211.043,34.9073,22.2337
03/21/2003,211.901,31.4119,21.4813
03/22/2003,212.578,31.1226,23.2869
03/23/2003,213.195,28.4606,21.3193
03/24/2003,212.27,11.7128,22.4188
03/25/2003,211.288,4.2822,15.6481
03/26/2003,210.982,19.9536,23.4952
03/27/2003,212.27,37.3032,22.3957
03/28/2003,214.811,44.6643,15.2545
03/29/2003,216.503,32.1759,12.5925
03/30/2003,215.373,0.4281,13.5069
03/31/2003,214.499,2.4535,12.5694
04/01/2003,215.624,23.5879,10.5671
04/02/2003,214.936,3.1482,11.111
04/03/2003,218.017,45.7753,10.1157
04/04/2003,221.006,45.1504,10.5555
04/05/2003,222.477,27.6621,10.6365
04/06/2003,221.581,0.8447,11.2152
04/07/2003,220.815,0.7176,9.5833
04/08/2003,219.668,0.1388,13.4143
04/09/2003,218.651,0.4513,12.2221
04/10/2003,217.764,0.3588,10.6249
04/11/2003,216.944,0.3239,9.8148
04/12/2003,216.251,2.5579,10.5786
04/13/2003,217.828,27.8008,9.5486
04/14/2003,217.133,0.3818,8.4259
04/15/2003,216.629,3.5301,9.3634
04/16/2003,216.189,3.6921,8.7847
04/17/2003,217.448,21.6667,7.0949
04/18/2003,216.629,0.706,10.1851
04/19/2003,215.624,0.3818,12.0138
04/20/2003,214.499,0.6596,13.6805
04/21/2003,213.567,0.3125,11.0995
04/22/2003,212.824,3.0092,11.6087
04/23/2003,211.533,0.324,15.2661
04/24/2003,212.454,23.6341,12.9745
04/25/2003,213.072,21.8287,14.6758
04/26/2003,214.561,31.0879,13.8541
04/27/2003,215.561,29.1434,17.5693
04/28/2003,214.624,4.965,15.8101
04/29/2003,215.499,28.773,18.6457
04/30/2003,216.692,33.1713,19.3633
05/01/2003,218.841,43.6689,18.7962
05/02/2003,217.196,0.4628,19.5022
05/03/2003,218.081,31.1804,20.9374
05/04/2003,216.377,0.1157,19.8378
05/05/2003,214.873,0.0694,17.4767
05/06/2003,214.811,20.4166,21.1341
05/07/2003,215.248,20.3587,15.3008
05/08/2003,215.248,22.0948,22.0948
05/09/2003,216,29.1781,20.4744
05/10/2003,216.629,28.9119,21.6318
05/11/2003,217.259,25.9606,18.6689
05/12/2003,217.259,19.8841,19.8841
05/13/2003,218.271,30.2313,18.5184
05/14/2003,218.968,28.6342,20.567
05/15/2003,219.349,24.2475,19.8378
05/16/2003,219.795,26.2846,21.1226
05/17/2003,220.05,24.2823,21.3309
05/18/2003,220.241,22.5461,20.3355
05/19/2003,219.095,5.1388,18.4027
05/20/2003,219.413,23.229,19.5485
05/21/2003,219.54,23.0554,21.5855
05/22/2003,219.795,24.78,21.8286
05/23/2003,220.241,26.4813,21.3193
05/24/2003,220.559,23.8889,20.2082
05/25/2003,220.304,18.7498,21.7013
05/26/2003,220.623,24.479,20.7869
05/27/2003,221.262,29.1086,21.7128
05/28/2003,221.645,24.9074,20.4744
05/29/2003,222.029,25.2777,20.8332
05/30/2003,222.157,22.1641,20.6827
05/31/2003,222.157,21.5276,21.5276
06/01/2003,221.198,9.8147,20.9142
06/02/2003,219.922,6.6665,21.4351
06/03/2003,220.241,23.7499,20.0577
06/04/2003,219.032,4.317,18.3101
06/05/2003,218.778,13.0323,15.9721
06/06/2003,217.07,0.3356,20.104
06/07/2003,215.624,0.4048,17.1411
06/08/2003,214.188,0.1968,16.817
06/09/2003,212.948,0.3702,14.7221
06/10/2003,211.594,0.2313,15.9027
06/11/2003,209.827,0.3587,20.8101
06/12/2003,210.251,22.6621,17.7545
06/13/2003,211.655,33.7614,17.5115
06/14/2003,213.319,35.243,15.9837
06/15/2003,214.561,33.5069,19.1318
06/16/2003,215.812,32.0716,17.5925
06/17/2003,217.133,34.3401,19.0508
06/18/2003,218.017,26.5509,16.3193
06/19/2003,216.503,0.7407,18.2638
06/20/2003,216.126,14.3402,18.7036
06/21/2003,216.503,22.3841,18.0207
06/22/2003,216,10.3933,16.2152
06/23/2003,214.686,0.4398,15.6481
06/24/2003,214.936,20.1851,17.2916
06/25/2003,215.436,22.7429,16.9559
06/26/2003,215.311,16.0994,17.5462
06/27/2003,215.624,20.9025,17.28
06/28/2003,214.561,6.5046,18.8078
06/29/2003,213.072,0.3124,17.5462
06/30/2003,211.655,0.3586,16.7592
07/01/2003,211.227,11.8055,16.7592
07/02/2003,210.86,13.8772,18.1249
07/03/2003,211.349,21.7244,16.0647
07/04/2003,211.41,16.9675,16.2615
07/05/2003,211.533,17.9976,16.574
07/06/2003,210.312,0.0924,14.2245
07/07/2003,208.981,0.5092,15.9143
07/08/2003,208.86,15.0577,16.4582
07/09/2003,209.524,23.4143,15.7291
07/10/2003,209.584,18.1249,17.4304
07/11/2003,209.645,16.2037,15.4976
07/12/2003,209.282,11.6781,15.8795
07/13/2003,207.9,-0.0001,15.9953
07/14/2003,206.296,0.2546,18.8193
07/15/2003,205.002,7.222,22.1989
07/16/2003,205.002,7.9629,7.9629
07/17/2003,203.433,0.1966,18.3564
07/18/2003,202.627,8.3795,17.7082
07/19/2003,201.77,9.8379,19.7568
07/20/2003,200.242,0.6017,18.2869
07/21/2003,198.623,0.3239,19.0624
07/22/2003,197.905,9.5485,17.8587
07/23/2003,198.734,26.5392,16.9443
07/24/2003,198.07,10.1274,17.8124
07/25/2003,197.74,14.1434,17.9629
07/26/2003,197.63,16.0994,17.3726
07/27/2003,197.301,16.8169,20.6249
07/28/2003,196.645,11.7824,19.3749
07/29/2003,196.428,14.3285,16.8402
07/30/2003,197.355,28.067,17.3379
07/31/2003,198.679,32.3958,17.0717
08/01/2003,201.884,51.6319,14.5369
08/02/2003,204.361,47.06,18.3911
08/03/2003,206.473,39.7339,15.2893
08/04/2003,206.355,14.0854,15.4513
08/05/2003,210.738,68.2986,17.5693
08/06/2003,215.248,70.4281,18.2291
08/07/2003,219.159,63.7845,18.5184
08/08/2003,223.373,65.3819,16.6087
08/09/2003,224.078,22.361,14.2013
08/10/2003,222.733,0.324,15.8911
08/11/2003,221.389,0.3472,15.9027
08/12/2003,220.751,8.7267,16.111
08/13/2003,219.286,0.2312,17.1874
08/14/2003,217.701,0.1389,18.4837
08/15/2003,216.251,0.243,17.0254
08/16/2003,214.811,0.3239,16.9906
08/17/2003,213.753,0.5208,12.7661
08/18/2003,212.454,0.0576,15.0925
08/19/2003,211.349,0.6365,13.4258
08/20/2003,210.009,0.4745,15.9837
08/21/2003,208.62,0.1966,16.273
08/22/2003,207.304,0.4629,15.6943
08/23/2003,206.119,0.1504,13.8657
08/24/2003,204.769,0.023,15.6481
08/25/2003,203.491,0.1967,14.9883
08/26/2003,202.627,4.9652,14.9652
08/27/2003,201.77,3.287,13.2059
08/28/2003,200.58,0.3124,14.0856
08/29/2003,199.234,0.0114,15.5902
08/30/2003,197.63,-1.0532,17.5115
08/31/2003,196.265,0.3934,16.192
09/01/2003,194.863,0.2778,16.5045
09/02/2003,193.478,0.1502,16.1805
09/03/2003,192.163,0.1272,15.3471
09/04/2003,191.019,1.9328,15.1735
09/05/2003,189.681,0.1041,15.5902
09/06/2003,188.663,2.986,14.7684
09/07/2003,188.309,8.5649,12.662
09/08/2003,187.454,3.6109,13.5069
09/09/2003,186.306,1.7592,15.0462
09/10/2003,185.072,1.6319,15.9143
09/11/2003,183.996,0.4513,12.905
09/12/2003,183.075,0.4744,11.1342
09/13/2003,181.968,2.8935,15.7059
09/14/2003,180.919,2.5462,14.6874
09/15/2003,179.737,1.7707,15.4513
09/16/2003,178.659,1.2036,13.6805
09/17/2003,177.867,1.0185,10.1851
09/18/2003,177.311,5.787,12.2221
09/19/2003,176.71,7.2337,14.1897
09/20/2003,176.067,6.7938,14.236
09/21/2003,175.471,5.5091,12.4073
09/22/2003,175.061,9.3635,14.1087
09/23/2003,175.061,11.8981,11.8981
09/24/2003,174.651,7.0485,11.7939
09/25/2003,175.061,17.6504,12.905
09/26/2003,175.792,19.6643,11.2036
09/27/2003,175.792,10.0347,10.0347
09/28/2003,175.334,5.8447,11.1458
09/29/2003,174.56,4.5832,13.5416
09/30/2003,174.061,6.1111,11.8865
10/01/2003,173.609,6.2151,11.4467
10/02/2003,173.157,9.5833,14.8147
10/03/2003,172.618,8.5068,14.7453
10/04/2003,172.214,7.9051,12.5809
10/05/2003,171.32,2.8009,13.1481
10/06/2003,170.297,1.8979,13.7383
10/07/2003,169.987,8.2986,11.8865
10/08/2003,169.854,9.8379,11.3772
10/09/2003,169.235,5.2892,12.4536
10/10/2003,168.662,5.7407,12.3726
10/11/2003,168.486,9.9998,12.037
10/12/2003,167.565,0.8102,11.4698
10/13/2003,166.735,1.2846,10.8911
10/14/2003,166.343,6.0532,10.5902
10/15/2003,166.082,8.8078,11.8286
10/16/2003,167.303,24.6526,10.5208
10/17/2003,167.653,17.037,12.986
10/18/2003,182.064,169.8495,3.0555
10/19/2003,186.754,75.3471,21.0647
10/20/2003,188.663,46.2845,24.1897
10/21/2003,190.091,42.6504,26.1225
10/22/2003,191.745,44.1896,25.0461
10/23/2003,193.425,45.0115,25.567
10/24/2003,194.916,42.1063,24.8494
10/25/2003,194.97,26.2036,25.5785
10/26/2003,197.301,51.5044,24.5253
10/27/2003,200.298,58.4259,23.7383
10/28/2003,203.26,57.7196,23.4374
10/29/2003,204.944,45.1735,25.6827
10/30/2003,204.477,15.8217,21.2267
10/31/2003,202.341,0.3123,25.0346
11/01/2003,200.862,3.1943,20.3124
11/02/2003,201.485,30.405,23.1943
11/03/2003,201.315,19.78,21.7476
11/04/2003,200.073,12.6271,27.0021
11/05/2003,199.123,13.2175,24.2128
11/06/2003,200.411,38.7845,23.8772
11/07/2003,200.129,22.685,25.9489
11/08/2003,199.625,19.3286,25.1619
11/09/2003,197.96,4.6643,23.935
11/10/2003,198.346,28.9464,24.479
11/11/2003,199.123,33.4722,24.479
11/12/2003,199.793,31.4234,23.6688
11/13/2003,200.298,30.1735,24.3286
11/14/2003,200.523,27.3724,24.7684
11/15/2003,201.542,49.1318,37.3377
11/16/2003,202.685,50.5436,37.3146
11/17/2003,201.599,24.7683,37.3377
11/18/2003,200.354,23.3794,37.7891
11/19/2003,199.29,12.465,24.7799
11/20/2003,198.512,16.4697,25.4744
11/21/2003,197.905,18.2175,25.2429
11/22/2003,197.191,16.8285,25.0924
11/23/2003,197.027,21.3309,23.229
11/24/2003,196.21,14.537,23.9929
11/25/2003,196.428,20.0923,17.5693
11/26/2003,196.373,17.0254,17.6619
11/27/2003,196.536,17.9859,16.0994
11/28/2003,196.863,21.088,17.3031
11/29/2003,198.015,29.5716,16.2383
11/30/2003,199.012,26.8054,15.2661
12/01/2003,198.845,13.3102,15.243
12/02/2003,198.789,16.7476,17.3957
12/03/2003,198.457,14.5022,18.3448
12/04/2003,203.433,81.8401,24.2475
12/05/2003,218.271,232.1871,60.451
12/06/2003,228.557,225.0342,105.9831
12/07/2003,225.681,128.8183,162.1054
12/08/2003,223.501,110.6358,135.8672
12/09/2003,224.463,76.1453,65.0112
12/10/2003,224.912,66.1802,60.9834
12/11/2003,221.773,26.1569,62.488
12/12/2003,219.859,40.1616,62.3144
12/13/2003,217.575,35.7288,62.164
12/14/2003,215.311,36.2265,62.4302
12/15/2003,208.62,-14.5607,62.8815
12/16/2003,209.222,68.796,61.8283
12/17/2003,209.222,38.3099,38.3099
12/18/2003,208.5,27.3377,35.6942
12/19/2003,207.007,17.9396,35.2197
12/20/2003,205.589,15.3355,31.7475
12/21/2003,204.186,16.4118,32.6503
12/22/2003,202.857,16.1687,31.5507
12/23/2003,202.857,31.354,31.354
12/24/2003,203.375,37.3262,31.3308
12/25/2003,200.636,-0.2664,31.435
12/26/2003,199.402,5.2197,19.5022
12/27/2003,200.186,28.4144,19.3402
12/28/2003,200.805,26.6201,19.4559
12/29/2003,202.112,35.0578,19.9304
12/30/2003,202.685,27.1411,20.5091
12/31/2003,203.202,26.4466,20.4628
01/01/2004,203.26,18.9466,18.2753
01/02/2004,203.954,20.2198,12.1874
01/03/2004,203.896,15.3124,15.9837
01/04/2004,204.477,20.9954,14.2707
01/05/2004,203.375,0.1619,12.9166
01/06/2004,203.433,14.6874,14.0161
01/07/2004,204.012,20.3471,13.6457
01/08/2004,204.594,19.3518,12.6157
01/09/2004,205.237,19.9653,12.5231
01/10/2004,205.53,15.5207,12.1296
01/11/2004,205.589,13.0671,12.3842
01/12/2004,205.237,9.0739,13.1481
01/13/2004,205.589,16.1574,12.0833
01/14/2004,206.178,20.7637,13.9467
01/15/2004,207.007,21.5625,11.9675
01/16/2004,208.2,25.6364,11.8286
01/17/2004,207.781,9.6181,14.4675
01/18/2004,206.888,0.5554,10.8911
01/19/2004,206.001,1.5509,11.8171
01/20/2004,206.355,16.0878,11.9907
01/21/2004,206.947,17.7431,10.8911
01/22/2004,207.066,14.5831,13.2059
01/23/2004,208.439,25.8796,9.9884
01/24/2004,208.68,16.5855,13.7962
01/25/2004,207.662,0.0348,11.8171
01/26/2004,206.71,0.2546,11.2731
01/27/2004,206.06,4.5253,12.0485
01/28/2004,205.471,3.9466,10.7638
01/29/2004,205.237,7.1181,9.8263
01/30/2004,204.827,2.3842,7.1296
01/31/2004,208.2,43.1366,4.0972
02/01/2004,208.38,11.5047,9.4212
02/02/2004,207.662,1.7823,10.0925
02/03/2004,207.841,9.3518,7.28
02/04/2004,207.304,5.9837,12.199
02/05/2004,207.781,14.5023,8.9814
02/06/2004,207.9,11.4581,10.081
02/07/2004,208.56,17.2454,9.6064
02/08/2004,207.662,0.0694,10.4629
02/09/2004,206.769,0.0809,10.4166
02/10/2004,205.942,0.1504,9.7222
02/11/2004,205.119,0.081,9.6064
02/12/2004,204.361,0.2544,9.0277
02/13/2004,203.202,0.1157,13.53
02/14/2004,202.398,0.0578,9.3634
02/15/2004,201.599,2.7893,12.037
02/16/2004,203.145,31.0879,13.1944
02/17/2004,203.03,7.7082,9.0393
02/18/2004,202.398,4.2707,11.5856
02/19/2004,201.485,0.5787,11.1458
02/20/2004,200.411,0.0114,12.4421
02/21/2004,203.722,50.3356,12.0138
02/22/2004,203.896,11.7592,9.7453
02/23/2004,203.318,3.9698,10.6597
02/24/2004,202.57,2.8357,11.493
02/25/2004,201.77,1.8402,11.0995
02/26/2004,201.201,1.9907,8.5763
02/27/2004,200.692,6.1226,12.0138
02/28/2004,199.905,2.8703,11.9791
02/29/2004,199.849,10.6828,11.3309
03/01/2004,201.428,26.7013,8.4259
03/02/2004,200.918,2.9282,8.831
03/03/2004,200.636,6.8402,10.1041
03/04/2004,200.186,4.5833,9.7916
03/05/2004,199.346,1.979,11.7013
03/06/2004,198.457,1.0996,11.3888
03/07/2004,197.685,2.8934,11.8286
03/08/2004,197.082,1.4467,8.4259
03/09/2004,196.102,1.1342,12.4768
03/10/2004,195.4,1.0068,9.1319
03/11/2004,194.702,1.2152,9.2939
03/12/2004,195.346,16.3772,8.9236
03/13/2004,195.561,12.3959,9.9073
03/14/2004,195.131,6.3424,11.3194
03/15/2004,194.275,0.6018,10.5092
03/16/2004,195.238,21.389,10.243
03/17/2004,195.615,15.4513,11.0879
03/18/2004,196.536,22.9049,12.2453
03/19/2004,197.027,17.7082,12.0254
03/20/2004,197.301,14.3518,11.1805
03/21/2004,196.482,0.5208,9.9999
03/22/2004,195.4,0.4744,12.9976
03/23/2004,195.346,10.0462,10.6712
03/24/2004,195.723,13.9816,9.618
03/25/2004,195.94,13.2059,10.6944
03/26/2004,195.831,12.0021,13.2638
03/27/2004,196.319,17.6389,11.9907
03/28/2004,197.85,27.8704,10.1504
03/29/2004,196.918,0.5438,11.3309
03/30/2004,200.749,56.9096,12.5694
03/31/2004,207.423,86.9677,9.7222
04/01/2004,211.166,63.1248,19.8031
04/02/2004,213.567,56.4929,28.7035
04/03/2004,215.248,53.4836,34.0276
